year,region,value,units
2076,Rest of Thailand,42553.76855,USD (constant 2005)
2077,Thailand,65229.91994,USD (constant 2005)
2077,Bangkok,261058.6746,USD (constant 2005)
2077,Nonthaburi,69121.3534,USD (constant 2005)
2077,Samut Prakan,146038.8138,USD (constant 2005)
2077,Rest of Thailand,44382.78197,USD (constant 2005)
2078,Thailand,68036.6718,USD (constant 2005)
2078,Bangkok,272291.6628,USD (constant 2005)
2078,Nonthaburi,72095.54818,USD (constant 2005)
2078,Samut Prakan,152322.6589,USD (constant 2005)
2078,Rest of Thailand,46292.51076,USD (constant 2005)
2079,Thailand,70967.4607,USD (constant 2005)
2079,Bangkok,284021.0634,USD (constant 2005)
2079,Nonthaburi,75201.1797,USD (constant 2005)
2079,Samut Prakan,158884.202,USD (constant 2005)
2079,Rest of Thailand,48286.635,USD (constant 2005)
2080,Thailand,74027.95208,USD (constant 2005)
2080,Bangkok,296269.5504,USD (constant 2005)
2080,Nonthaburi,78444.25138,USD (constant 2005)
2080,Samut Prakan,165736.1272,USD (constant 2005)
2080,Rest of Thailand,50369.0095,USD (constant 2005)
2081,Thailand,77224.08088,USD (constant 2005)
2081,Bangkok,309060.876,USD (constant 2005)
2081,Nonthaburi,81831.05223,USD (constant 2005)
2081,Samut Prakan,172891.7217,USD (constant 2005)
2081,Rest of Thailand,52543.67241,USD (constant 2005)
2082,Thailand,80562.06509,USD (constant 2005)
2082,Bangkok,322419.9256,USD (constant 2005)
2082,Nonthaburi,85368.17118,USD (constant 2005)
2082,Samut Prakan,180364.9067,USD (constant 2005)
2082,Rest of Thailand,54814.85449,USD (constant 2005)
2083,Thailand,84048.41988,USD (constant 2005)
2083,Bangkok,336372.7736,USD (constant 2005)
2083,Nonthaburi,89062.51209,USD (constant 2005)
2083,Samut Prakan,188170.2683,USD (constant 2005)
2083,Rest of Thailand,57186.9887,USD (constant 2005)
2084,Thailand,87689.9726,USD (constant 2005)
2084,Bangkok,350946.7441,USD (constant 2005)
2084,Nonthaburi,92921.3096,USD (constant 2005)
2084,Samut Prakan,196323.0921,USD (constant 2005)
2084,Rest of Thailand,59664.7204,USD (constant 2005)
2085,Thailand,91493.87852,USD (constant 2005)
2085,Bangkok,366170.4733,USD (constant 2005)
2085,Nonthaburi,96952.14584,USD (constant 2005)
2085,Samut Prakan,204839.3973,USD (constant 2005)
2085,Rest of Thailand,62252.91808,USD (constant 2005)
2086,Thailand,95467.63743,USD (constant 2005)
2086,Bangkok,382073.9764,USD (constant 2005)
2086,Nonthaburi,101162.968,USD (constant 2005)
2086,Samut Prakan,213735.9748,USD (constant 2005)
2086,Rest of Thailand,64956.68462,USD (constant 2005)
2087,Thailand,99619.11109,USD (constant 2005)
2087,Bangkok,398688.7172,USD (constant 2005)
2087,Nonthaburi,105562.1069,USD (constant 2005)
2087,Samut Prakan,223030.4257,USD (constant 2005)
2087,Rest of Thailand,67781.36922,USD (constant 2005)
2088,Thailand,103956.5418,USD (constant 2005)
2088,Bangkok,416047.6823,USD (constant 2005)
2088,Nonthaburi,110158.2965,USD (constant 2005)
2088,Samut Prakan,232741.2031,USD (constant 2005)
2088,Rest of Thailand,70732.57996,USD (constant 2005)
2089,Thailand,108488.5716,USD (constant 2005)
2089,Bangkok,434185.4586,USD (constant 2005)
2089,Nonthaburi,114960.6945,USD (constant 2005)
2089,Samut Prakan,242887.6552,USD (constant 2005)
2089,Rest of Thailand,73816.19698,USD (constant 2005)
2090,Thailand,113224.2631,USD (constant 2005)
2090,Bangkok,453138.3156,USD (constant 2005)
2090,Nonthaburi,119978.904,USD (constant 2005)
2090,Samut Prakan,253490.0715,USD (constant 2005)
2090,Rest of Thailand,77038.38647,USD (constant 2005)
2091,Thailand,118173.1208,USD (constant 2005)
2091,Bangkok,472944.2917,USD (constant 2005)
2091,Nonthaburi,125222.9966,USD (constant 2005)
2091,Samut Prakan,264569.7311,USD (constant 2005)
2091,Rest of Thailand,80405.61538,USD (constant 2005)
2092,Thailand,123345.1141,USD (constant 2005)
2092,Bangkok,493643.2857,USD (constant 2005)
2092,Nonthaburi,130703.5365,USD (constant 2005)
2092,Samut Prakan,276148.9538,USD (constant 2005)
2092,Rest of Thailand,83924.66695,USD (constant 2005)
2093,Thailand,128750.7014,USD (constant 2005)
2093,Bangkok,515277.1531,USD (constant 2005)
2093,Nonthaburi,136431.6059,USD (constant 2005)
2093,Samut Prakan,288251.154,USD (constant 2005)
2093,Rest of Thailand,87602.65706,USD (constant 2005)
2094,Thailand,134400.8552,USD (constant 2005)
2094,Bangkok,537889.808,USD (constant 2005)
2094,Nonthaburi,142418.832,USD (constant 2005)
2094,Samut Prakan,300900.8976,USD (constant 2005)
2094,Rest of Thailand,91447.05156,USD (constant 2005)
2095,Thailand,140307.0894,USD (constant 2005)
2095,Bangkok,561527.3302,USD (constant 2005)
2095,Nonthaburi,148677.4155,USD (constant 2005)
2095,Samut Prakan,314123.9621,USD (constant 2005)
2095,Rest of Thailand,95465.68451,USD (constant 2005)
2096,Thailand,146481.4873,USD (constant 2005)
2096,Bangkok,586238.0785,USD (constant 2005)
2096,Nonthaburi,155220.1606,USD (constant 2005)
2096,Samut Prakan,327947.4,USD (constant 2005)
2096,Rest of Thailand,99666.77745,USD (constant 2005)
2097,Thailand,152936.7316,USD (constant 2005)
2097,Bangkok,612072.811,USD (constant 2005)
2097,Nonthaburi,162060.5067,USD (constant 2005)
2097,Samut Prakan,342399.6058,USD (constant 2005)
2097,Rest of Thailand,104058.9598,USD (constant 2005)
2098,Thailand,159686.1362,USD (constant 2005)
2098,Bangkok,639084.811,USD (constant 2005)
2098,Nonthaburi,169212.5617,USD (constant 2005)
2098,Samut Prakan,357510.3867,USD (constant 2005)
2098,Rest of Thailand,108651.2903,USD (constant 2005)
2099,Thailand,166743.6791,USD (constant 2005)
2099,Bangkok,667330.0213,USD (constant 2005)
2099,Nonthaburi,176691.1378,USD (constant 2005)
2099,Samut Prakan,373311.0377,USD (constant 2005)
2099,Rest of Thailand,113453.2798,USD (constant 2005)
2100,Thailand,174124.0384,USD (constant 2005)
2100,Bangkok,696867.185,USD (constant 2005)
2100,Nonthaburi,184511.7886,USD (constant 2005)
2100,Samut Prakan,389834.4203,USD (constant 2005)
2100,Rest of Thailand,118474.9152,USD (constant 2005)
