building final energy by tech
scenario,region,sector,subsector,input,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2080,2095,Units,
"Ref,date=2022-16-6T11:42:43-07:00",Nonthaburi,resid urban ventilation,electricity,elect_td_bld,ceiling fan (lo-eff),1.1E-5,3.71999E-5,5.07997E-5,7.72999E-5,1.1958E-4,1.40637E-4,1.79959E-4,2.23827E-4,2.96643E-4,3.57248E-4,3.82203E-4,3.82924E-4,3.66305E-4,3.32847E-4,3.08799E-4,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Nonthaburi,resid urban water heaters,electricity,elect_td_bld,electric water heater,3.39825E-6,1.1401E-5,1.54987E-5,2.36005E-5,2.5032460000000002E-5,2.447985E-5,2.476768E-5,2.59377E-5,3.1647269999999996E-5,3.7084125E-5,4.3278168E-5,4.8468956000000006E-5,5.313852E-5,5.7088129999999995E-5,6.12121E-5,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Nonthaburi,resid urban water heaters,refined liquids,refined liquids enduse,LPG water heater,1.79907E-6,4.90044E-6,6.49947E-6,7.90016E-6,1.317112E-5,1.5490090000000002E-5,1.939887E-5,2.380242E-5,3.1768559999999997E-5,3.9733082E-5,4.6585536E-5,5.2678786E-5,5.750461E-5,6.093517E-5,6.208621E-5,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Nonthaburi,resid urban water heaters,solar,global solar resource,solar water heater,0.0,0.0,0.0,0.0,2.29604E-7,3.4601999999999997E-7,5.19502E-7,6.91635E-7,9.375415E-7,1.1748587E-6,1.3377482E-6,1.4871582E-6,1.6110317000000001E-6,1.7053600000000002E-6,1.7439596999999999E-6,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,comm cooking,biomass,delivered biomass,biomass,0.0,0.0,0.0,0.0,0.00318015,0.00342921,0.00386841,0.00420477,0.00423204,0.00429443,0.00444706,0.00461274,0.0047886,0.00497646,0.00510261,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,comm cooking,coal,delivered coal,coal,0.0,0.0,0.0,0.0,0.048753,0.0497451,0.0518516,0.0551539,0.0590193,0.063306,0.069298,0.074116,0.0772255,0.0799246,0.0813298,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,comm cooking,electricity,elect_td_bld,electricity,0.0,0.0,0.0,0.0,0.00109535,0.00119143,0.00143855,0.00170065,0.00193142,0.0021236,0.00218825,0.00232458,0.00255271,0.00274625,0.00317897,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,comm cooking,gas,delivered gas,gas,0.0,0.0,2.66E-5,2.54002E-5,0.0072153,0.00724862,0.00798889,0.00846128,0.00866619,0.00904106,0.00922291,0.00958993,0.0101298,0.010561,0.0107591,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,comm cooking,refined liquids,refined liquids enduse,refined liquids,0.00874225,0.0142857,0.0319852,0.0201623,0.00105897,0.00114405,0.00128252,0.00143603,0.0015851,0.00173369,0.00190043,0.00203185,0.00211497,0.00219523,0.00220707,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,comm hvac,electricity,elect_td_bld,electricity,0.0134071,0.0439919,0.0628602,0.0589989,0.0624874,0.06313523,0.06691854,0.07014377,0.07241438,0.0746301,0.07779033,0.08133487,0.08439457,0.08663528000000001,0.08778366000000001,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,comm lighting,electricity,elect_td_bld,electricity,0.0060942,0.0199963,0.0285728,0.0268177,0.0291536,0.0300169,0.0329859,0.0357362,0.0384631,0.0413958,0.0444058,0.0474011,0.050206,0.0526744,0.0540332,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,comm others,electricity,elect_td_bld,electricity,0.0048753,0.015997,0.0228583,0.0214541,0.0227939,0.0232578,0.0249809,0.0267473,0.0282501,0.0299498,0.0317066,0.0334148,0.0349532,0.0362237,0.0372434,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid rural air conditioners,electricity,elect_td_bld,air conditioner (hi-eff),1.79903E-4,5.94701E-4,8.18299E-4,9.834E-4,0.001237775,0.0012066370000000002,0.0012873160000000002,0.001355364,0.0013810846,0.0014169887,0.0014714035000000002,0.0015662130000000001,0.0016570541999999999,0.0017210311,0.0017214148000000002,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid rural air conditioners,electricity,elect_td_bld,air conditioner (lo-eff),6.19609E-4,0.0020484,0.0028186,0.0033872,0.00424375,0.0041369679999999995,0.004456856,0.0047637930000000005,0.004889432,0.004930422,0.0048774885,0.004769117999999999,0.004524912,0.004199826,0.003861516,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid rural cooking,biomass,delivered biomass,biomass,0.0725457,0.063741,0.0836538,0.0718357,0.00365182,0.00404963,0.0049001,0.00558826,0.00571642,0.00578122,0.00584746,0.00593817,0.00594274,0.00589244,0.00570874,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid rural cooking,coal,delivered coal,coal,0.0,0.0,0.0,0.0,0.0559839,0.058745,0.0656802,0.073301,0.0797201,0.0852234,0.0911203,0.0954126,0.0958384,0.0946357,0.0909908,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid rural cooking,electricity,elect_td_bld,electricity,3.0E-5,9.90997E-5,1.364E-4,1.63899E-4,0.0012578,0.00140699,0.00182221,0.00226021,0.00260886,0.00285881,0.00287733,0.00299253,0.00316796,0.00325173,0.00355659,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid rural cooking,gas,delivered gas,gas,0.0,0.0,0.0,0.0,0.00828544,0.00856004,0.0101195,0.0112453,0.0117058,0.0121712,0.0121272,0.0123455,0.0125712,0.0125049,0.0120371,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid rural cooking,refined liquids,refined liquids enduse,refined liquids,0.0030473,0.00789818,0.0105946,0.010093,0.00121603,0.00135103,0.00162457,0.00190852,0.00214107,0.00233392,0.00249888,0.00261568,0.00262472,0.00259929,0.00246924,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid rural cooking,traditional biomass,traditional biomass,traditional biomass,0.0579041,0.0607998,0.0741201,0.0709007,0.0860012,0.0759931,0.0714511,0.0691156,0.06662,0.0650759,0.0638586,0.0631876,0.0619,0.0601025,0.0576171,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid rural lighting,electricity,elect_td_bld,bulb,0.0015862,0.005244,0.00721569,0.0086712,0.00903605,0.0093145,0.0110453,0.0128338,0.0133838,0.0131445,0.0116147,0.00988548,0.00786504,0.00560714,0.00409212,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid rural lighting,electricity,elect_td_bld,cfl,1.223E-4,4.043E-4,5.56399E-4,6.686E-4,7.10239E-4,7.19251E-4,8.10347E-4,9.16623E-4,0.00100869,0.00113366,0.00129525,0.00151689,0.00174893,0.00195031,0.0021438,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid rural lighting,electricity,elect_td_bld,led,1.38E-5,4.57E-5,6.28999E-5,7.56E-5,7.77206E-5,7.14201E-5,6.5282E-5,5.91095E-5,5.47686E-5,5.16742E-5,5.08345E-5,4.53601E-5,3.48527E-5,2.49806E-5,1.46163E-5,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid rural lighting,electricity,elect_td_bld,tubelight,6.98701E-4,0.00231,0.0031785,0.0038197,0.00409409,0.00395026,0.00415492,0.00435336,0.00460128,0.00490334,0.00528109,0.00567735,0.00595776,0.00615357,0.00604359,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid rural lighting,refined liquids,refined liquids enduse,kerosene lamp,5.659E-4,0.0014667,0.0019675,0.0018743,7.70399E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid rural other appliances,electricity,elect_td_bld,other appliances,0.0018607,0.0061513,0.0084642,0.0101716,0.0105794,0.0102828,0.0109733,0.0117069,0.0121274,0.0124944,0.0127012,0.0129262,0.0129042,0.0126677,0.0122324,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid rural refrigerators,electricity,elect_td_bld,refrigerator (hi-eff),0.0,0.0,0.0,0.0,1.70574E-5,3.9549E-5,1.086266E-4,2.1688792E-4,3.8390014000000004E-4,5.2189361E-4,7.040767E-4,9.216036E-4,0.0010957873,0.001208048,0.0012508634,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid rural refrigerators,electricity,elect_td_bld,refrigerator (lo-eff),5.59375E-4,0.00184922,0.00254453,0.00305781,0.00314753,0.0030458760000000003,0.003131047,0.0031401099999999998,0.0029242389999999995,0.0027708057999999997,0.002474303,0.002106161,0.0017503710000000001,0.0014541399999999998,0.0012395085,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid rural televisions,electricity,elect_td_bld,television,0.00101481,0.00335507,0.00461651,0.00554783,0.00581969,0.00574394,0.0062805,0.00683996,0.00720673,0.00753386,0.00776059,0.00800064,0.00808761,0.00803767,0.00786088,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid rural ventilation,electricity,elect_td_bld,ceiling fan (hi-eff),9.821E-4,0.0032469,0.0044678,0.005369,0.00563561,0.00555703,0.00603583,0.00653899,0.0068965,0.00728459,0.00768576,0.00813923,0.00845114,0.00862691,0.0085835,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid rural ventilation,electricity,elect_td_bld,ceiling fan (lo-eff),5.289E-4,0.0017484,0.0024057,0.002891,0.00303128,0.00300923,0.00338089,0.00374716,0.00392573,0.00394614,0.0036964,0.00337708,0.00296621,0.00249182,0.00214428,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid rural water heaters,electricity,elect_td_bld,electric water heater,3.07899E-4,0.001018,0.0014007,0.0016833,0.001639827,0.0014587683,0.0013042096000000002,0.0011715748000000002,0.0010789061,9.633387E-4,9.920616E-4,0.0010103612999999999,0.0010126293,9.983009E-4,9.861189000000001E-4,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid rural water heaters,refined liquids,refined liquids enduse,LPG water heater,1.818E-4,4.712E-4,6.32E-4,6.02101E-4,7.92052E-4,7.784593999999999E-4,8.524923999999999E-4,9.334046999999999E-4,9.857232E-4,0.0010388951,0.0010680939,0.0010955184,0.0010943224,0.0010668925,0.0010079135,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid rural water heaters,solar,global solar resource,solar water heater,0.0,0.0,0.0,0.0,1.01051E-5,1.253861E-5,1.859115E-5,2.424933E-5,2.7583589999999997E-5,3.105422E-5,3.0944336E-5,3.111259E-5,3.07263E-5,2.986054E-5,2.828952E-5,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid urban air conditioners,electricity,elect_td_bld,air conditioner (hi-eff),1.80003E-4,5.95002E-4,8.18799E-4,9.83901E-4,0.001205888,0.0013168169999999999,0.001612042,0.001910176,0.002196838,0.0025424443999999997,0.0029901094999999996,0.0035364458000000003,0.004126294500000001,0.0046900148,0.005105692,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid urban air conditioners,electricity,elect_td_bld,air conditioner (lo-eff),6.19909E-4,0.00204961,0.0028201,0.003389,0.00413553,0.004517852,0.005605237,0.006750216,0.007801423,0.008828779,0.009759057,0.010494108,0.010975717999999999,0.011210454,0.011297241,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid urban cooking,biomass,delivered biomass,biomass,0.00999987,0.0087861,0.011531,0.00990188,0.00317392,0.00396603,0.00555221,0.00716246,0.00826686,0.00941249,0.0107073,0.0119314,0.0130911,0.0141572,0.01495,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid urban cooking,coal,delivered coal,coal,0.0,0.0,0.0,0.0,0.0486575,0.0575324,0.074421,0.0939498,0.115288,0.138753,0.16685,0.191709,0.211119,0.227373,0.238286,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid urban cooking,electricity,elect_td_bld,electricity,9.00015E-6,2.97E-5,4.09002E-5,4.90999E-5,0.0010932,0.00137794,0.00206471,0.00289691,0.00377283,0.00465448,0.00526868,0.00601278,0.00697858,0.00781264,0.00931399,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid urban cooking,gas,delivered gas,gas,0.0,0.0,0.0,0.0,0.00720115,0.00838334,0.0114662,0.014413,0.0169285,0.0198161,0.0222062,0.0248054,0.0276927,0.0300444,0.0315227,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid urban cooking,refined liquids,refined liquids enduse,refined liquids,0.00882195,0.0228651,0.0306712,0.0292192,0.00105689,0.00132314,0.00184076,0.00244614,0.00309634,0.00379989,0.0045757,0.0052556,0.0057819,0.00624507,0.00646644,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid urban cooking,traditional biomass,traditional biomass,traditional biomass,0.00798163,0.0083807,0.0102168,0.00977308,0.0747466,0.0744244,0.0809599,0.0885853,0.0963432,0.105951,0.116931,0.126961,0.136357,0.144403,0.150887,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid urban lighting,electricity,elect_td_bld,bulb,0.0011472,0.00379261,0.0052186,0.0062712,0.00760913,0.00878923,0.0121027,0.0159402,0.018796,0.0208174,0.0207021,0.0193371,0.0168677,0.0131157,0.0104332,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid urban lighting,electricity,elect_td_bld,cfl,8.85002E-5,2.92401E-4,4.024E-4,4.835E-4,5.98027E-4,6.78629E-4,8.87847E-4,0.0011384,0.00141648,0.0017953,0.00230854,0.00296711,0.00375074,0.00456194,0.00546576,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid urban lighting,electricity,elect_td_bld,led,1.0E-5,3.31001E-5,4.55E-5,5.47E-5,6.54766E-5,6.74226E-5,7.15637E-5,7.34499E-5,7.69504E-5,8.18747E-5,9.06474E-5,8.87681E-5,7.47784E-5,5.84565E-5,3.72797E-5,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid urban lighting,electricity,elect_td_bld,tubelight,5.05301E-4,0.0016706,0.0022988,0.0027625,0.00344759,0.00372751,0.00455271,0.00540712,0.00646199,0.00776563,0.00941307,0.0111056,0.0127773,0.0143939,0.0154087,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid urban lighting,refined liquids,refined liquids enduse,kerosene lamp,5.87001E-5,1.522E-4,2.041E-4,1.945E-4,9.30853E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid urban other appliances,electricity,elect_td_bld,other appliances,0.0013457,0.0044488,0.0061215,0.0073563,0.00894902,0.00979931,0.0121028,0.0146071,0.0170744,0.0198048,0.0226428,0.0252861,0.0276752,0.0296315,0.0311878,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid urban refrigerators,electricity,elect_td_bld,refrigerator (hi-eff),0.0,0.0,0.0,0.0,7.232E-5,1.714622E-4,4.62393E-4,9.57497E-4,0.0017722939,0.0028027748,0.0042587999000000005,0.0059831475,0.007703866,0.009206190999999999,0.010360784,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid urban refrigerators,electricity,elect_td_bld,refrigerator (lo-eff),0.00130547,0.00431719,0.00593984,0.00713828,0.00854244,0.009260049999999999,0.010970829999999999,0.01244734,0.013224266000000002,0.01387442,0.013770585,0.012929506,0.011844530999999998,0.010769128,0.010017529,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid urban televisions,electricity,elect_td_bld,television,0.0010385,0.0034334,0.00472432,0.00567732,0.00696969,0.00774661,0.00980409,0.0120744,0.0143552,0.0168981,0.0195774,0.0221458,0.0245432,0.0266033,0.0283592,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid urban ventilation,electricity,elect_td_bld,ceiling fan (hi-eff),8.017E-4,0.0026506,0.0036471,0.0043828,0.00538382,0.00597835,0.00751587,0.00920813,0.0109585,0.0130335,0.0154659,0.0179715,0.020458,0.0227771,0.0247017,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid urban ventilation,electricity,elect_td_bld,ceiling fan (lo-eff),4.317E-4,0.0014272,0.0019639,0.00236,0.00289588,0.00323743,0.00420997,0.00527677,0.00623806,0.00706046,0.00743829,0.00745673,0.00718052,0.00657906,0.00617089,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid urban water heaters,electricity,elect_td_bld,electric water heater,1.31999E-4,4.365E-4,6.00597E-4,7.21801E-4,6.943368999999999E-4,6.505711E-4,6.407155E-4,6.504155E-4,6.910586E-4,7.353825E-4,8.4702374E-4,9.511334E-4,0.0010514086,0.0011398394,0.001236207,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid urban water heaters,refined liquids,refined liquids enduse,LPG water heater,7.26993E-5,1.885E-4,2.52799E-4,2.408E-4,3.14239E-4,3.523987E-4,4.517148E-4,5.613076E-4,6.692617999999999E-4,7.903541999999999E-4,9.136789000000001E-4,0.0010353829,0.0011385776,0.0012168870999999999,0.0012534614000000001,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",Rest of Thailand,resid urban water heaters,solar,global solar resource,solar water heater,0.0,0.0,0.0,0.0,3.95307E-6,6.4043799999999995E-6,1.1078E-5,1.567507E-5,1.945677E-5,2.3493855E-5,2.6325588E-5,2.9259171E-5,3.1895609E-5,3.4049758E-5,3.520965E-5,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,comm cooking,biomass,delivered biomass,biomass,0.0,0.0,0.0,0.0,2.2176E-4,3.16211E-4,3.92102E-4,4.62859E-4,4.93254E-4,5.17785E-4,5.42844E-4,5.6244E-4,5.78233E-4,5.91855E-4,5.95662E-4,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,comm cooking,coal,delivered coal,coal,0.0,0.0,0.0,0.0,0.00339967,0.00458705,0.00525568,0.00607132,0.00687883,0.00763288,0.00845907,0.0090371,0.00932514,0.0095055,0.00949417,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,comm cooking,electricity,elect_td_bld,electricity,0.0,0.0,0.0,0.0,7.63812E-5,1.09863E-4,1.45812E-4,1.87207E-4,2.25111E-4,2.56045E-4,2.67115E-4,2.8344E-4,3.08245E-4,3.26614E-4,3.71103E-4,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,comm cooking,gas,delivered gas,gas,0.0,0.0,2.59996E-6,2.1E-6,5.0314E-4,6.68403E-4,8.09755E-4,9.31414E-4,0.00101006,0.00109009,0.00112582,0.00116932,0.00122319,0.00125603,0.00125598,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,comm cooking,refined liquids,refined liquids enduse,refined liquids,7.345E-4,0.00130025,0.00308515,0.0016664,7.38443E-5,1.05494E-4,1.29996E-4,1.58077E-4,1.84747E-4,2.09033E-4,2.31982E-4,2.47747E-4,2.55387E-4,2.6108E-4,2.57646E-4,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,comm hvac,electricity,elect_td_bld,electricity,0.00112629,0.00400408,0.00606329,0.00487619,0.004360858,0.005781638,0.00672713,0.007684762999999999,0.008442133000000001,0.0090568568,0.009565502,0.009989105,0.010272547,0.010392239000000001,0.010336563000000002,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,comm lighting,electricity,elect_td_bld,electricity,5.11997E-4,0.00182,0.002756,0.0022165,0.00195398,0.00272143,0.00327279,0.00385616,0.00440579,0.00493616,0.00538276,0.00575774,0.00605199,0.00626006,0.00630639,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,comm others,electricity,elect_td_bld,electricity,4.096E-4,0.001456,0.0022048,0.0017732,0.00159834,0.00215018,0.00254097,0.00295372,0.00330085,0.00361559,0.00387252,0.00407527,0.00422107,0.0043083,0.00434779,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid rural air conditioners,electricity,elect_td_bld,air conditioner (hi-eff),1.50964E-5,5.40946E-5,7.89036E-5,8.13E-5,7.8902E-5,9.927389999999999E-5,1.0721733000000001E-4,1.149112E-4,1.1797227E-4,1.1988065E-4,1.2152263E-4,1.2565236E-4,1.2864008999999998E-4,1.300696E-4,1.274592E-4,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid rural air conditioners,electricity,elect_td_bld,air conditioner (lo-eff),5.20875E-5,1.86481E-4,2.71913E-4,2.799E-4,2.711257E-4,3.4123789999999997E-4,3.719965E-4,4.040823E-4,4.1716599999999996E-4,4.1664202E-4,4.031006E-4,3.8272390000000005E-4,3.536695E-4,3.2005930000000003E-4,2.8760849999999997E-4,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid rural cooking,biomass,delivered biomass,biomass,0.00609488,0.00580209,0.00806883,0.00593738,2.44166E-4,3.37212E-4,4.10437E-4,4.70009E-4,4.77338E-4,4.69167E-4,4.56238E-4,4.43843E-4,4.25591E-4,4.057E-4,3.79226E-4,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid rural cooking,coal,delivered coal,coal,0.0,0.0,0.0,0.0,0.00374316,0.00489169,0.00550143,0.0061651,0.00665686,0.00691619,0.0071095,0.00713152,0.00686349,0.00651575,0.00604444,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid rural cooking,electricity,elect_td_bld,electricity,2.50011E-6,9.00076E-6,1.31999E-5,1.35004E-5,8.40986E-5,1.1716E-4,1.5263E-4,1.90099E-4,2.17847E-4,2.32003E-4,2.24499E-4,2.23673E-4,2.26874E-4,2.23884E-4,2.36261E-4,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid rural cooking,gas,delivered gas,gas,0.0,0.0,0.0,0.0,5.53976E-4,7.12794E-4,8.47619E-4,9.45802E-4,9.77471E-4,9.87737E-4,9.46206E-4,9.22754E-4,9.00293E-4,8.60974E-4,7.99614E-4,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid rural cooking,refined liquids,refined liquids enduse,refined liquids,2.56012E-4,7.1896E-4,0.00102189,8.34225E-4,8.13053E-5,1.125E-4,1.36075E-4,1.60519E-4,1.78786E-4,1.89406E-4,1.94971E-4,1.95507E-4,1.8797E-4,1.78963E-4,1.6403E-4,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid rural cooking,traditional biomass,traditional biomass,traditional biomass,0.00486482,0.00553437,0.00714924,0.00586017,0.00575017,0.00632794,0.0059848,0.00581308,0.00556296,0.00528115,0.00498245,0.0047229,0.00443299,0.0041381,0.00382745,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid rural lighting,electricity,elect_td_bld,bulb,1.33303E-4,4.77299E-4,6.96003E-4,7.16704E-4,5.73337E-4,7.58646E-4,8.96771E-4,0.00104442,0.00108418,0.00104536,8.95347E-4,7.34859E-4,5.62232E-4,3.85892E-4,2.71846E-4,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid rural lighting,electricity,elect_td_bld,cfl,1.03003E-5,3.67999E-5,5.37002E-5,5.53003E-5,4.50951E-5,5.86203E-5,6.58346E-5,7.46402E-5,8.17553E-5,9.02006E-5,9.98842E-5,1.12791E-4,1.25043E-4,1.34237E-4,1.42423E-4,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid rural lighting,electricity,elect_td_bld,led,1.20003E-6,4.19999E-6,6.10002E-6,6.30004E-6,4.97194E-6,5.86486E-6,5.34385E-6,4.84985E-6,4.47298E-6,4.14313E-6,3.95046E-6,3.39895E-6,2.51097E-6,1.73219E-6,9.77856E-7,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid rural lighting,electricity,elect_td_bld,tubelight,5.87014E-5,2.102E-4,3.06601E-4,3.15702E-4,2.59762E-4,3.21731E-4,3.3733E-4,3.54268E-4,3.72724E-4,3.89945E-4,4.07093E-4,4.22025E-4,4.25878E-4,4.23486E-4,4.01473E-4,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid rural lighting,refined liquids,refined liquids enduse,kerosene lamp,4.75012E-5,1.335E-4,1.89801E-4,1.54901E-4,4.88763E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid rural other appliances,electricity,elect_td_bld,other appliances,1.563E-4,5.599E-4,8.164E-4,8.407E-4,7.00214E-4,8.53248E-4,9.15956E-4,9.82197E-4,0.00101092,0.00101307,9.90508E-4,9.65954E-4,9.24068E-4,8.7216E-4,8.12583E-4,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid rural refrigerators,electricity,elect_td_bld,refrigerator (hi-eff),0.0,0.0,0.0,0.0,6.1029E-8,4.1078592E-6,9.662176800000001E-6,1.8045582E-5,3.1430362429999995E-5,4.1471856E-5,5.4492218E-5,6.787838E-5,7.752581E-5,8.259306999999999E-5,8.273595000000001E-5,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid rural refrigerators,electricity,elect_td_bld,refrigerator (lo-eff),4.6875E-5,1.67969E-4,2.45312E-4,2.52344E-4,2.1024446E-4,2.5015209E-4,2.5945641E-4,2.63495045E-4,2.44882577E-4,2.263458E-4,1.935234E-4,1.5920650000000001E-4,1.270664E-4,1.0105439E-4,8.282575999999999E-5,0.0,0.0,EJ,
